SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
54,IOTA,MIOTA,06-08-2017 23:59,0.440192997,0.396851003,0.407689989,0.431142002,6276510,1198372245
55,IOTA,MIOTA,07-08-2017 23:59,0.491028011,0.418087989,0.430804014,0.47457701,14717700,1319101143
56,IOTA,MIOTA,08-08-2017 23:59,0.550880015,0.458992004,0.473874003,0.547636986,21988500,1522173626
57,IOTA,MIOTA,09-08-2017 23:59,0.555124998,0.51256597,0.547120988,0.543327987,13294400,1510196630
58,IOTA,MIOTA,10-08-2017 23:59,0.588070989,0.513249993,0.535804987,0.56645602,16602500,1574481606
59,IOTA,MIOTA,11-08-2017 23:59,0.710584998,0.557826996,0.565524995,0.654872,43618800,1820236555
60,IOTA,MIOTA,12-08-2017 23:59,0.727959991,0.625521004,0.655191004,0.721535027,20358000,2005528383
61,IOTA,MIOTA,13-08-2017 23:59,0.829530001,0.71538198,0.722168982,0.807712972,41198400,2245062743
62,IOTA,MIOTA,14-08-2017 23:59,0.976404011,0.793681979,0.811738014,0.976404011,54630900,2713944486
63,IOTA,MIOTA,15-08-2017 23:59,0.995791018,0.767235994,0.977320015,0.917949021,84698304,2551467044
64,IOTA,MIOTA,16-08-2017 23:59,1.047600031,0.87856698,0.914726973,1.045210004,52081500,2905192847
65,IOTA,MIOTA,17-08-2017 23:59,1.099869967,0.998241007,1.04479003,1.016059995,58209300,2824169539
66,IOTA,MIOTA,18-08-2017 23:59,1.033990026,0.774399996,1.014230013,0.87014699,58053400,2418599937
67,IOTA,MIOTA,19-08-2017 23:59,0.985747993,0.778132975,0.871580005,0.978520989,39975500,2719828752
68,IOTA,MIOTA,20-08-2017 23:59,1.022899985,0.939619005,0.971221983,0.942205012,29447600,2618887330
69,IOTA,MIOTA,21-08-2017 23:59,0.939166009,0.843577027,0.907423019,0.906269014,32558600,2519002130
70,IOTA,MIOTA,22-08-2017 23:59,0.901777983,0.786258996,0.901777983,0.843774974,26333800,2345298165
71,IOTA,MIOTA,23-08-2017 23:59,0.940388978,0.834667027,0.842517018,0.850371003,27418300,2363631946
72,IOTA,MIOTA,24-08-2017 23:59,0.895101011,0.813880026,0.854043007,0.895101011,17132900,2487960336
73,IOTA,MIOTA,25-08-2017 23:59,0.934651017,0.837866008,0.894733012,0.919634998,18226300,2556153332
74,IOTA,MIOTA,26-08-2017 23:59,0.970067978,0.877885997,0.91592598,0.96221298,16623100,2674500172
75,IOTA,MIOTA,27-08-2017 23:59,0.979088008,0.887364984,0.962058008,0.920351028,17816000,2558143475
76,IOTA,MIOTA,28-08-2017 23:59,0.927742004,0.784779012,0.922464013,0.875196993,24288200,2432636565
77,IOTA,MIOTA,29-08-2017 23:59,0.87757802,0.746405005,0.876891971,0.811960995,28538500,2256870188
78,IOTA,MIOTA,30-08-2017 23:59,0.878202975,0.792339027,0.812776983,0.869647026,17428100,2417210172
79,IOTA,MIOTA,31-08-2017 23:59,0.902073979,0.828224003,0.86955303,0.842423975,15194300,2341543019
80,IOTA,MIOTA,01-09-2017 23:59,0.879100025,0.768118978,0.842867017,0.807778001,28047000,2245243413
81,IOTA,MIOTA,02-09-2017 23:59,0.802464008,0.658006012,0.796559989,0.695546985,39333900,1933293950
82,IOTA,MIOTA,03-09-2017 23:59,0.775862992,0.672850013,0.698854983,0.74396801,29504600,2067881586
83,IOTA,MIOTA,04-09-2017 23:59,0.744256973,0.406794995,0.744256973,0.566471994,74601296,1574526078
84,IOTA,MIOTA,05-09-2017 23:59,0.646085024,0.46894899,0.544131994,0.613084972,45817500,1704088324
85,IOTA,MIOTA,06-09-2017 23:59,0.749171972,0.601484001,0.613529027,0.741662979,33093300,2061474768
86,IOTA,MIOTA,07-09-2017 23:59,0.739668012,0.622366011,0.739668012,0.645757973,31377000,1794903916
87,IOTA,MIOTA,08-09-2017 23:59,0.660257995,0.490346014,0.648248971,0.540475011,48691600,1502266630
88,IOTA,MIOTA,09-09-2017 23:59,0.58396399,0.52482301,0.525938988,0.560809016,15317400,1558785598
89,IOTA,MIOTA,10-09-2017 23:59,0.567870021,0.462834001,0.561303973,0.495606989,32733100,1377554665
90,IOTA,MIOTA,11-09-2017 23:59,0.558273017,0.481498003,0.498380005,0.558273017,23660500,1551736710
91,IOTA,MIOTA,12-09-2017 23:59,0.647193015,0.557296991,0.561695993,0.591948986,43345900,1645340171
92,IOTA,MIOTA,13-09-2017 23:59,0.595366001,0.479348987,0.592512012,0.556819975,31807500,1547698052
93,IOTA,MIOTA,14-09-2017 23:59,0.573629975,0.445019007,0.565841019,0.445019007,25946400,1236943787
94,IOTA,MIOTA,15-09-2017 23:59,0.509332001,0.372595012,0.44569999,0.480509996,41983100,1335592096
95,IOTA,MIOTA,16-09-2017 23:59,0.510361016,0.45323199,0.479384989,0.487239003,13452000,1354295556
96,IOTA,MIOTA,17-09-2017 23:59,0.505874991,0.462614,0.48475799,0.497045994,7574760,1381554409
97,IOTA,MIOTA,18-09-2017 23:59,0.612484992,0.496796012,0.496796012,0.606233001,28609000,1685042982
98,IOTA,MIOTA,19-09-2017 23:59,0.61423099,0.555302978,0.608274996,0.565168023,12972000,1570901571
99,IOTA,MIOTA,20-09-2017 23:59,0.585680008,0.543852985,0.559849024,0.566627026,8802430,1574956906
100,IOTA,MIOTA,21-09-2017 23:59,0.569993019,0.467952996,0.567586005,0.500724018,18553300,1391777521
101,IOTA,MIOTA,22-09-2017 23:59,0.517458022,0.476074994,0.499184996,0.506009996,8860800,1406470119
102,IOTA,MIOTA,23-09-2017 23:59,0.551145017,0.494902998,0.507613003,0.541796029,8486720,1505938389
103,IOTA,MIOTA,24-09-2017 23:59,0.541688025,0.506965995,0.540538013,0.521378994,9199830,1449188719
104,IOTA,MIOTA,25-09-2017 23:59,0.566394985,0.524448991,0.524448991,0.556207001,10506400,1545994200
105,IOTA,MIOTA,26-09-2017 23:59,0.560042977,0.507645011,0.55667001,0.515205026,14671500,1432027899
106,IOTA,MIOTA,27-09-2017 23:59,0.554709017,0.507709026,0.514223993,0.551005006,12188400,1531535084
107,IOTA,MIOTA,28-09-2017 23:59,0.614313006,0.528270006,0.549660981,0.595896006,23776300,1656310978
108,IOTA,MIOTA,29-09-2017 23:59,0.609587014,0.543016016,0.59514302,0.584417999,16689800,1624407529
109,IOTA,MIOTA,30-09-2017 23:59,0.646884024,0.57615,0.584317982,0.620822012,21825700,1725593549
110,IOTA,MIOTA,01-10-2017 23:59,0.628776014,0.592742026,0.621749997,0.610183001,8576220,1696022127
111,IOTA,MIOTA,02-10-2017 23:59,0.622089982,0.565055013,0.618179977,0.575398028,13928300,1599336166
112,IOTA,MIOTA,03-10-2017 23:59,0.582044005,0.516038001,0.577181995,0.561712027,13709400,1561295514
113,IOTA,MIOTA,04-10-2017 23:59,0.570545018,0.520098984,0.560853004,0.54698199,9152780,1520353033
114,IOTA,MIOTA,05-10-2017 23:59,0.567734003,0.520702004,0.547393978,0.540915012,7592760,1503489623
115,IOTA,MIOTA,06-10-2017 23:59,0.562671006,0.49328199,0.54321599,0.503448009,12478500,1399348962
116,IOTA,MIOTA,07-10-2017 23:59,0.548718989,0.49061501,0.504487991,0.538528979,9848850,1496857664
117,IOTA,MIOTA,08-10-2017 23:59,0.538525999,0.492875993,0.534649014,0.500032008,9637830,1389854086
118,IOTA,MIOTA,09-10-2017 23:59,0.501909018,0.439523011,0.500356019,0.469437987,18097100,1304817137
119,IOTA,MIOTA,10-10-2017 23:59,0.488516986,0.452722996,0.466452986,0.477575988,7401800,1327436954
120,IOTA,MIOTA,11-10-2017 23:59,0.488967001,0.464756995,0.477028996,0.481463999,6996130,1338243768
121,IOTA,MIOTA,12-10-2017 23:59,0.486223012,0.391481996,0.481734008,0.412416995,16792100,1146325541
122,IOTA,MIOTA,13-10-2017 23:59,0.445984989,0.403912008,0.412853986,0.441594988,14821100,1227426675
123,IOTA,MIOTA,14-10-2017 23:59,0.482836992,0.431502998,0.441807985,0.457836986,11493700,1272571806
124,IOTA,MIOTA,15-10-2017 23:59,0.460505992,0.414703995,0.458649009,0.438428998,8256490,1218626682
125,IOTA,MIOTA,16-10-2017 23:59,0.459618002,0.423750013,0.439698994,0.450655013,8128940,1252609220
126,IOTA,MIOTA,17-10-2017 23:59,0.504408002,0.434911013,0.452051997,0.468463004,12590200,1302107095
127,IOTA,MIOTA,18-10-2017 23:59,0.482291013,0.427958012,0.474620998,0.454575002,12433700,1263504978
128,IOTA,MIOTA,19-10-2017 23:59,0.465952992,0.415102005,0.457195997,0.433387995,12250600,1204615070
129,IOTA,MIOTA,20-10-2017 23:59,0.435638994,0.391629994,0.432862997,0.401912987,17771900,1117129355
130,IOTA,MIOTA,21-10-2017 23:59,0.406504005,0.324360013,0.403854012,0.393045008,20120500,1092480480
131,IOTA,MIOTA,22-10-2017 23:59,0.411998987,0.381437987,0.390836,0.392542005,9322400,1091082376
132,IOTA,MIOTA,23-10-2017 23:59,0.399233997,0.364939988,0.391371012,0.386487007,12380800,1074252320
133,IOTA,MIOTA,24-10-2017 23:59,0.50227797,0.377494007,0.389144003,0.453682005,47178400,1261022858
134,IOTA,MIOTA,25-10-2017 23:59,0.473466992,0.430005014,0.455356002,0.443448007,14379600,1232577145
135,IOTA,MIOTA,26-10-2017 23:59,0.45588699,0.411927998,0.443666011,0.417106986,10747100,1159361538
136,IOTA,MIOTA,27-10-2017 23:59,0.439440995,0.395594001,0.416743994,0.423355013,8963410,1176728043
137,IOTA,MIOTA,28-10-2017 23:59,0.428173006,0.391214997,0.424432993,0.395482987,9075000,1099256975
138,IOTA,MIOTA,29-10-2017 23:59,0.413540989,0.367673993,0.395947009,0.403719991,15972200,1122151966
139,IOTA,MIOTA,30-10-2017 23:59,0.415571004,0.385603011,0.403102994,0.409045994,9124580,1136955744
140,IOTA,MIOTA,31-10-2017 23:59,0.408340007,0.390311986,0.407911986,0.390915006,7839910,1086560081
141,IOTA,MIOTA,01-11-2017 23:59,0.390863001,0.35668999,0.390863001,0.363920003,11944600,1011526661
142,IOTA,MIOTA,02-11-2017 23:59,0.380212992,0.320861995,0.370965987,0.366055995,20942000,1017463737
143,IOTA,MIOTA,03-11-2017 23:59,0.396014988,0.358817011,0.362969995,0.393126011,11427900,1092705622
144,IOTA,MIOTA,04-11-2017 23:59,0.391546011,0.365428001,0.391326994,0.368642986,8568260,1024654382
145,IOTA,MIOTA,05-11-2017 23:59,0.370909989,0.335193992,0.367915004,0.350084007,12950500,973069079.6
146,IOTA,MIOTA,06-11-2017 23:59,0.378776997,0.338867009,0.351011008,0.373939008,13258400,1039374774
147,IOTA,MIOTA,07-11-2017 23:59,0.397608012,0.362284005,0.371508986,0.383096009,15415700,1064826933
148,IOTA,MIOTA,08-11-2017 23:59,0.488848001,0.381924987,0.384301007,0.475924999,44738600,1322847950
149,IOTA,MIOTA,09-11-2017 23:59,0.593595028,0.467588007,0.47596401,0.535435021,69996800,1488257797
150,IOTA,MIOTA,10-11-2017 23:59,0.562466979,0.459484994,0.529091001,0.504601002,44756700,1402553760
151,IOTA,MIOTA,11-11-2017 23:59,0.621816993,0.497990996,0.501986027,0.621816993,42375200,1728359182
152,IOTA,MIOTA,12-11-2017 23:59,0.636027992,0.508265018,0.626079977,0.593716025,44517800,1650251602
153,IOTA,MIOTA,13-11-2017 23:59,0.652500987,0.573934019,0.594009995,0.591633976,37718000,1644464619
154,IOTA,MIOTA,14-11-2017 23:59,0.618324995,0.538290024,0.586061001,0.610332012,33932000,1696436277
155,IOTA,MIOTA,15-11-2017 23:59,0.785822988,0.610165,0.610165,0.785822988,87041504,2184218826
156,IOTA,MIOTA,16-11-2017 23:59,0.893701971,0.713337004,0.792688012,0.823940992,132320000,2290168961
157,IOTA,MIOTA,17-11-2017 23:59,0.875845015,0.73139298,0.830896974,0.792461991,102001000,2202672127
158,IOTA,MIOTA,18-11-2017 23:59,0.848357022,0.752961993,0.791203022,0.823032022,57802400,2287642368
159,IOTA,MIOTA,19-11-2017 23:59,0.878973007,0.808990002,0.816643,0.864637971,61681300,2403287505
160,IOTA,MIOTA,20-11-2017 23:59,0.992344022,0.858566999,0.862671971,0.966548026,92042896,2686549436
161,IOTA,MIOTA,21-11-2017 23:59,0.985799015,0.77651298,0.965610027,0.888499022,123514000,2469609877
162,IOTA,MIOTA,22-11-2017 23:59,0.957121015,0.854097009,0.889204025,0.899569988,69568704,2500382057
163,IOTA,MIOTA,23-11-2017 23:59,0.91535002,0.789444029,0.897424996,0.793487012,64619700,2205521146
164,IOTA,MIOTA,24-11-2017 23:59,0.796913981,0.68730098,0.793492019,0.786913991,113159000,2187251293
165,IOTA,MIOTA,25-11-2017 23:59,0.853820026,0.718573987,0.787729979,0.806116998,64910500,2240626613
166,IOTA,MIOTA,26-11-2017 23:59,0.841931999,0.763787985,0.804620981,0.841931999,47779300,2340175490
167,IOTA,MIOTA,27-11-2017 23:59,1.098129988,0.799565971,0.84482801,1.039369941,174455008,2888960390
168,IOTA,MIOTA,28-11-2017 23:59,1.504459977,1.026530027,1.044829965,1.504459977,465727008,4181692130
169,IOTA,MIOTA,29-11-2017 23:59,1.559239984,1.132789969,1.481189966,1.247869968,294702016,3468492454
170,IOTA,MIOTA,30-11-2017 23:59,1.38657999,1.125890017,1.273849964,1.326650023,179224000,3687463850
171,IOTA,MIOTA,01-12-2017 23:59,1.492560029,1.230229974,1.309370041,1.445760012,141192000,4018533702
172,IOTA,MIOTA,02-12-2017 23:59,1.449470043,1.346469998,1.420670033,1.435150027,115656000,3989042886
173,IOTA,MIOTA,03-12-2017 23:59,2.024620056,1.433470011,1.440600038,1.881559968,401417984,5229852999
174,IOTA,MIOTA,04-12-2017 23:59,2.980619907,1.894230008,1.894230008,2.76451993,1090620032,7684067058
175,IOTA,MIOTA,05-12-2017 23:59,3.972779989,2.4454,2.798369884,3.840800047,1417379968,10675619911
176,IOTA,MIOTA,06-12-2017 23:59,5.545879841,3.655319929,3.811280012,4.355639935,2126969984,12106633282
177,IOTA,MIOTA,07-12-2017 23:59,4.542580128,3.103770018,4.467010021,4.144800186,1260950016,11520597117
178,IOTA,MIOTA,08-12-2017 23:59,5.011730194,3.625370026,4.142000198,5.011730194,928041984,13930255305
179,IOTA,MIOTA,09-12-2017 23:59,5.282139778,4.24932003,5.047480106,4.682089806,674566016,13014010943
180,IOTA,MIOTA,10-12-2017 23:59,4.65775013,3.766639948,4.65775013,4.130060196,601040000,11479626841
181,IOTA,MIOTA,11-12-2017 23:59,4.583899975,4.123789787,4.142029762,4.267399788,409780000,11861367530
182,IOTA,MIOTA,12-12-2017 23:59,5.033120155,4.177810192,4.264339924,4.715310097,679345984,13106346939
183,IOTA,MIOTA,13-12-2017 23:59,4.750969887,3.773689985,4.717559814,4.088119984,498435008,11363053341
184,IOTA,MIOTA,14-12-2017 23:59,4.242259979,3.377150059,4.058569908,3.784039974,568923008,10517853772
185,IOTA,MIOTA,15-12-2017 23:59,4.06362009,3.365459919,3.773869991,3.904210091,427329984,10851869926
186,IOTA,MIOTA,16-12-2017 23:59,4.071750164,3.480779886,3.912940025,3.628940105,285374016,10086748625
187,IOTA,MIOTA,17-12-2017 23:59,4.036310196,3.482549906,3.647380114,3.929150105,354390016,10921191411
188,IOTA,MIOTA,18-12-2017 23:59,4.362549782,3.653889894,3.949369907,4.237349987,447675008,11777842645
189,IOTA,MIOTA,19-12-2017 23:59,5.690020084,3.881210089,4.243989944,5.366330147,1117890048,14915876744
190,IOTA,MIOTA,20-12-2017 23:59,5.522109985,4.689320087,5.371049881,5.089529991,611582016,14146502761
191,IOTA,MIOTA,21-12-2017 23:59,5.506149769,4.861360073,5.080319881,5.029880047,434568000,13980703780
192,IOTA,MIOTA,22-12-2017 23:59,5.107960224,2.799479961,5.076280117,3.447730064,826428992,9583069943
193,IOTA,MIOTA,23-12-2017 23:59,4.211520195,3.391489983,3.512799978,3.609920025,236435008,10033881959
194,IOTA,MIOTA,24-12-2017 23:59,3.644680023,2.953769922,3.61432004,3.480770111,278148000,9674905623
195,IOTA,MIOTA,25-12-2017 23:59,3.805039883,3.291779995,3.491470098,3.50158,172138000,9732747648
196,IOTA,MIOTA,26-12-2017 23:59,3.822149992,3.488389969,3.49090004,3.803970098,178890000,10573249811
197,IOTA,MIOTA,27-12-2017 23:59,4.484449863,3.616440058,3.81114006,3.741790056,297052992,10400418618
198,IOTA,MIOTA,28-12-2017 23:59,3.754220009,3.327480078,3.722189903,3.680150032,217902000,10229088371
199,IOTA,MIOTA,29-12-2017 23:59,3.89102006,3.490639925,3.695029974,3.688819885,187728992,10253186899
200,IOTA,MIOTA,30-12-2017 23:59,3.723449945,3.005800009,3.698359966,3.342720032,245624000,9291191468
201,IOTA,MIOTA,31-12-2017 23:59,3.663229942,3.296289921,3.303740025,3.550869942,167520992,9869750696
202,IOTA,MIOTA,01-01-2018 23:59,4.36439991,3.420039892,3.55591011,3.974400043,256630000,11046965157
203,IOTA,MIOTA,02-01-2018 23:59,4.313020229,3.839770079,4.08825016,3.996150017,269750016,11107419940
204,IOTA,MIOTA,03-01-2018 23:59,4.185329914,3.902390003,3.996979952,4.126840115,203783008,11470676753
205,IOTA,MIOTA,04-01-2018 23:59,4.503330231,3.755300045,4.125289917,4.0823102,376974016,11346904270
206,IOTA,MIOTA,05-01-2018 23:59,4.197299957,3.658269882,4.060619831,3.754450083,219320000,10435607471
207,IOTA,MIOTA,06-01-2018 23:59,4.190279961,3.75454998,3.754930019,3.942229986,161228000,10957547668
208,IOTA,MIOTA,07-01-2018 23:59,4.580389977,3.931309938,3.946089983,4.070559978,249832992,11314244789
209,IOTA,MIOTA,08-01-2018 23:59,4.189740181,3.364059925,4.070640087,3.845849991,317248000,10689656539
210,IOTA,MIOTA,09-01-2018 23:59,3.916049957,3.451289892,3.842560053,3.537169933,200086000,9831671131
211,IOTA,MIOTA,10-01-2018 23:59,3.783890009,3.205440044,3.555639982,3.783890009,235594000,10517436843
212,IOTA,MIOTA,11-01-2018 23:59,3.824480057,3.183840036,3.776299953,3.367330074,245028000,9359595708
213,IOTA,MIOTA,12-01-2018 23:59,3.734740019,3.288820028,3.379489899,3.691030025,129802000,10259329661
214,IOTA,MIOTA,13-01-2018 23:59,4.104410172,3.700119972,3.700119972,3.936980009,198148992,10942955134
215,IOTA,MIOTA,14-01-2018 23:59,3.979490042,3.581779957,3.934849977,3.7355299,130318000,10383018758
216,IOTA,MIOTA,15-01-2018 23:59,3.760499954,3.479089975,3.718029976,3.482270002,94966600,9679074919
217,IOTA,MIOTA,16-01-2018 23:59,3.47055006,1.99624002,3.47055006,2.600850105,256703008,7229141337
218,IOTA,MIOTA,17-01-2018 23:59,2.918910027,1.994979978,2.603140116,2.716619968,239578000,7550927557
219,IOTA,MIOTA,18-01-2018 23:59,3.028480053,2.600059986,2.719710112,2.754770041,125440000,7656966638
220,IOTA,MIOTA,19-01-2018 23:59,2.931459904,2.564599991,2.745340109,2.697170019,103437000,7496865693
221,IOTA,MIOTA,20-01-2018 23:59,3.138520002,2.709170103,2.709170103,3.004909992,140378000,8352238343
222,IOTA,MIOTA,21-01-2018 23:59,3.010590076,2.637650013,3.007250071,2.766829967,94697296,7690487773
223,IOTA,MIOTA,22-01-2018 23:59,2.902060032,2.178780079,2.783960104,2.468240023,125555000,6860547826
224,IOTA,MIOTA,23-01-2018 23:59,2.624550104,2.242710114,2.468610048,2.495830059,81217504,6937235066
225,IOTA,MIOTA,24-01-2018 23:59,2.573699951,2.367619991,2.51770997,2.434619904,73441600,6767100018
226,IOTA,MIOTA,25-01-2018 23:59,2.589570045,2.336019993,2.46269989,2.365210056,56586500,6574172821
227,IOTA,MIOTA,26-01-2018 23:59,2.454440117,2.202189922,2.359430075,2.373399973,62216500,6596937174
228,IOTA,MIOTA,27-01-2018 23:59,2.494250059,2.366270065,2.37725997,2.449330091,43333600,6807986908
229,IOTA,MIOTA,28-01-2018 23:59,2.560220003,2.456749916,2.457449913,2.521780014,47752200,7009363877
230,IOTA,MIOTA,29-01-2018 23:59,2.584939957,2.404050112,2.521120071,2.576390028,60210600,7161154026
231,IOTA,MIOTA,30-01-2018 23:59,2.636950016,2.202169895,2.588649988,2.218760014,94218096,6167110611
232,IOTA,MIOTA,31-01-2018 23:59,2.340549946,2.177479982,2.217269897,2.308150053,48505200,6415572823
233,IOTA,MIOTA,01-02-2018 23:59,2.327480078,1.752990007,2.309730053,1.906839967,108876000,5300119525
234,IOTA,MIOTA,02-02-2018 23:59,1.920549989,1.409549952,1.899870038,1.80795002,118068000,5025251775
235,IOTA,MIOTA,03-02-2018 23:59,2.023180008,1.626749992,1.80716002,1.989410043,64062000,5529625340
236,IOTA,MIOTA,04-02-2018 23:59,2.068759918,1.643309951,1.980110049,1.744109988,59380900,4847806562
237,IOTA,MIOTA,05-02-2018 23:59,1.769899964,1.347919941,1.751309991,1.445230007,69213800,4017060551
238,IOTA,MIOTA,06-02-2018 23:59,1.701519966,1.203390002,1.476799965,1.623180032,101327000,4511677965
239,IOTA,MIOTA,07-02-2018 23:59,1.877679944,1.529549956,1.615939975,1.600219965,65922600,4447859949
240,IOTA,MIOTA,08-02-2018 23:59,1.850980043,1.610229969,1.610229969,1.783450007,51576300,4957153283
241,IOTA,MIOTA,09-02-2018 23:59,1.965600014,1.698429942,1.782209992,1.958109975,45992000,5442626042
242,IOTA,MIOTA,10-02-2018 23:59,2.125020027,1.785290003,1.956419945,1.860460043,68051904,5171204910
243,IOTA,MIOTA,11-02-2018 23:59,1.858289957,1.621569991,1.858289957,1.701930046,45356200,4730565975
244,IOTA,MIOTA,12-02-2018 23:59,1.90613997,1.713879943,1.713879943,1.870859981,36974300,5200112025
